Model,Network Type,GPRS,Year,Month,Height,Breadth,Width,Weight,Sim,Screen,Screen Size,Resolution_X,Resolution_Y,OS,Chipset,Cores,GPU,External Memory,Hard Disk,Main Memory,GPS,USB Type,Battery Size,NFC,Wifi,Radio,Fingerprint,Accelerometer,Gyroscope,Proximity
Motorola Moto G,385,1,2014,5,129.9,65.9,11.6,143,1,IPS LCD,4.5,720,1280,Android 4.4.2,Qualcomm MSM8926,4,Adre0 305,32,8,1,6,2,2070,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Motorola Moto E Dual SIM,35,1,2014,5,124.8,64.8,12.3,142,2,IPS LCD,4.3,540,960,Android 4.4.2,Qualcomm 200,2,Adre0 302,32,4,1,6,2,1980,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Core II,35,1,2014,6,130.3,68,9.8,138,2,TFT,4.5,480,800,Android 4.4.2,-,4,-,64,4,0.75,6,2,2000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Galaxy Young,35,1,2014,6,109.8,59.9,11.8,108,2,TFT,3.5,320,480,Android 4.4.2,-,1,-,32,4,0.5,6,2,1300,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Galaxy S,385,1,2014,6,131.1,64.8,9.1,120,1,Super AMOLED,4.5,720,1280,Android 4.4.2,Exy0s 3470,4,Mali 400,64,16,1.5,6,2,2100,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy Ace,35,1,2014,6,121.4,62.9,10.8,123.8,1,TFT,4,480,800,Android 4.4.2,-,2,-,64,4,0.5,6,2,1500,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Galaxy Tab S,385,1,2014,6,212.8,125.6,6.6,298,1,Super AMOLED,8.4,1600,2560,Android 4.4.2,Qualcomm 800,4,Adre0 330,256,16,3,30,2,4900,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy Tab S,385,1,2014,6,247.3,177.3,6.6,467,1,Super AMOLED,10.5,2560,1600,Android 4.4.2,Qualcomm 800,4,Adre0 330,256,16,3,30,2.1,7900,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,0
Samsung Galaxy Tab S,0,0,2014,6,247.3,177.3,6.6,465,0,Super AMOLED,10.5,2560,1600,Android 4.4.2,Exy0s 5420,8,Mali T628,256,16,3,15,2.1,7900,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,0
Samsung Galaxy Tab S,0,0,2014,6,212.8,125.6,6.6,294,0,Super AMOLED,8.4,1600,2560,Android 4.4.2,Exy0s 5420,8,Mali T628,256,16,3,15,2,4900,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,0
Samsung Galaxy S,385,1,2014,6,142,72.5,8.1,145,1,Super AMOLED,5.1,1440,2560,Android 4.4.2,Qualcomm APQ8084,4,Adre0 420,256,16,3,30,3,2800,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung I,35,1,2014,6,136.6,70.7,8.6,132,1,Super AMOLED,4.8,720,1280,Android 4.4.2,Qualcomm MSM8228,4,Adre0 305,64,16,1.5,6,2,2100,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Samsung Galaxy Ace,385,1,2014,6,121.4,62.9,11,130.3,1,TFT,4,480,800,Android 4.4.2,-,2,-,64,4,1,6,2,1800,1,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Galaxy S,385,1,2014,6,142,72.5,8.1,145,2,Super AMOLED,5.1,1080,1920,Android 4.4.2,Qualcomm MSM8974AC,4,Adre0 330,256,16,2,30,3,2800,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy W,385,1,2014,6,191.8,99.6,8.8,245,1,TFT,7,720,1280,Android 4.3,-,4,-,64,16,1.5,2,2,3200,1,Wi-Fi 802.11 a/b/g/n,0,0,1,0,1
Samsung Galaxy Star,5,1,2014,6,109.8,59.9,11.8,107.6,2,TFT,3.5,320,480,Android 4.4.2,SC6815A,1,-,32,4,0.5,0,2,1300,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Galaxy S,770,1,2014,6,144,74,8.9,158,1,Super AMOLED,5.1,1080,1920,Android 4.4.2,Qualcomm 801,4,Adre0 330,256,16,2,6,2.1,2800,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy Core Lite LTE,385,1,2014,6,133.1,70,9.9,149,1,TFT,4.7,480,800,Android 4.3,-,4,-,64,8,1,30,2,2000,1,Wi-Fi 802.11 b/g/n,0,0,1,0,1
Samsung Z,385,1,2014,6,138.2,69.8,8.5,136,1,Super AMOLED,4.8,720,1280,Tizen 2.2.1,-,4,-,64,16,2,6,2,2600,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Gear Live,0,0,2014,6,56.4,37.9,8.9,59,0,Super AMOLED,1.63,320,320,Android Wear,Qualcomm MSM8226,4,Adre0 305,0,4,0.5,0,0,300,0,No,0,0,1,1,0
Sony Xperia T,385,1,2014,6,150.7,77,7,148,1,IPS LCD,5.3,720,1280,Android 4.4.2,Qualcomm MSM8928,4,Adre0 305,32,8,1,6,2,2500,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Sony Xperia Z,385,1,2014,6,137,72,11,163,1,IPS LCD,5,1080,1920,Android 4.4.2,Qualcomm MSM8974AB,4,Adre0 330,256,16,3,6,2,3000,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Honor 6,385,1,2014,6,139.6,69.7,7.5,130,3,IPS LCD,5,1080,1920,Android 4.4.2,HiSilicon Kirin,8,Mali T624,64,16,3,6,2,3100,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Honor 3X Pro,35,1,2014,6,149.5,77.4,8.9,162,2,IPS LCD,5.5,1080,1920,Android 4.2.2,Mediatek MT6592,8,Mali 450,64,32,2,6,2,3000,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Samsung Galaxy Star,5,1,2014,7,129.7,65.9,9.4,129,3,TFT,4.3,480,800,Android 4.4.2,-,1,-,32,4,0.5,0,2,1800,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Galaxy Avant,385,1,2014,7,132.9,66,9.9,136.9,1,TFT,4.5,540,960,Android 4.4.2,Qualcomm MSM8226,4,Adre0 305,64,16,1.5,6,2,2100,1,Wi-Fi 802.11 b/g/n,0,0,1,0,1
Samsung Galaxy Ace NXT,35,1,2014,7,121.4,62.9,10.7,123,3,TFT,4,480,800,Android 4.4.2,-,1,-,32,4,0.5,6,2,1500,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Xiaomi Mi,2310,1,2014,7,139.2,68.5,8.9,149,1,IPS LCD,5,1080,1920,Android 4.4.3,Qualcomm MSM8974AC,4,Adre0 330,0,16,2,30,2,3080,0,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Sony Xperia C,385,1,2014,7,156.2,78.7,7.6,149.7,1,IPS LCD,5.5,720,1280,Android 4.4.2,Qualcomm MSM8926,4,Adre0 305,32,8,1,6,2,2500,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Sony Xperia C,35,1,2014,7,156.2,78.7,7.6,149.7,2,IPS LCD,5.5,720,1280,Android 4.4.2,Qualcomm MSM8926,4,Adre0 305,32,8,1,6,2,2500,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Alpha,385,1,2014,8,132.4,65.5,6.7,115,1,Super AMOLED,4.7,720,1280,Android 4.4.4,Exy0s 5430,8,Mali T628,0,32,2,6,2,1860,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Gear S,35,1,2014,8,58.1,39.9,12.5,67,1,Super AMOLED,2,360,480,Tizen 4.0,Qualcomm MSM8928,2,Adre0 305,0,4,0.5,6,2,300,0,Wi-Fi 802.11 b/g/n,0,0,1,1,1
Samsung Galaxy S Duos,35,1,2014,8,121.4,62.9,10.8,124,2,TFT,4,480,800,Android 4.4.2,-,2,-,32,4,0.5,6,2,1500,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Galaxy S,385,1,2014,8,142,72.5,8.1,145,1,Super AMOLED,5.1,1080,1920,Android 4.4.2,Qualcomm APQ8084,4,Adre0 420,256,16,2,6,3,2800,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy S,35,1,2014,8,131.1,64.8,9.1,118,2,Super AMOLED,4.5,720,1280,Android 4.4.4,-,4,-,64,16,1.5,6,2,2100,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy Alpha,385,1,2014,8,132.4,65.5,6.7,115,1,Super AMOLED,4.7,720,1280,Android 4.4.4,Qualcomm MSM8974AC,4,Adre0 330,0,32,2,30,2,1860,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Xiaomi Redmi Note,385,1,2014,8,154,78.7,9.5,185,1,IPS LCD,5.5,720,1280,Android 4.2,Qualcomm MSM8928,4,Adre0 305,64,8,2,30,2,3100,0,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Sony Xperia M,385,1,2014,8,140,72,8.6,149,1,IPS LCD,4.8,540,960,Android 4.4.2,Qualcomm MSM8926,4,Adre0 305,32,8,1,6,2,2300,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Honor 3C Play,35,1,2014,8,142.2,72.3,9.4,156,2,TFT,5,720,1280,Android 4.2.2,Mediatek MT6582,4,Mali 400,32,16,1,2,2,2000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Motorola Luge,2310,1,2014,8,122.4,60.7,8.4,125.9,1,Super AMOLED,4.3,540,960,Android 4.4.2,Qualcomm MSM8960,2,Adre0 225,32,8,1,78,2,2000,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,1
Samsung Galaxy Note,385,1,2014,9,153.5,78.6,8.5,176,1,Super AMOLED,5.7,1440,2560,Android 4.4.4,Qualcomm APQ8084,8,Adre0 420,256,32,3,30,2,3220,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy Grand Prime,385,1,2014,9,144.8,72.1,8.6,156,3,TFT,5,540,960,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,64,8,1,30,2,2600,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy V,35,1,2014,9,121.4,62.9,10.7,123,2,TFT,4,480,800,Android 4.4.2,-,1,-,64,4,0.5,6,2,1500,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Galaxy Note Edge,385,1,2014,9,151.3,82.4,8.3,174,1,Super AMOLED,5.6,1600,2560,Android 4.4.4,Qualcomm APQ8084,4,Adre0 420,256,32,3,30,2,3000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy Mega,385,1,2014,9,163.6,84.9,8.6,194,1,TFT,6,720,1280,Android 4.4.3,Exy0s 4415,4,Mali 400,64,16,1.5,6,2,2800,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Samsung Galaxy Ace Style LTE G,385,1,2014,9,128.9,65.8,9.1,126,1,Super AMOLED,4.3,480,800,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,64,8,1,6,2,1900,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Tab Active,0,0,2014,9,213.1,126.2,9.7,393,0,TFT,8,800,1280,Android 4.4.2,Qualcomm 400,4,Adre0 305,64,16,1.5,6,2,4450,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Samsung Galaxy Pocket,35,1,2014,9,109.9,60.8,11.7,107,3,TFT,3.3,240,320,Android 4.4.2,Spreadtrum SC7715,1,Mali 400,32,4,0.5,6,2,1200,0,Wi-Fi 802.11 b/g/n,1,-,-,-,-
Samsung Galaxy Tab Active LTE,385,1,2014,9,213.1,126.2,9.7,393,1,TFT,8,800,1280,Android 4.4.2,Qualcomm 400,4,Adre0 305,64,16,1.5,6,2,4450,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Apple Watch Edition,0,0,2014,9,42,35.9,10.5,69,0,TFT,1.65,390,312,watchOS 1.0,Apple S1,1,PowerVR SGX543,0,8,0.5,0,0,250,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Apple Watch Edition,0,0,2014,9,38.6,33.3,10.5,55,0,TFT,1.5,340,272,watchOS 1.0,Apple S1,1,PowerVR SGX543,0,8,0.5,0,0,205,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Apple Watch,0,0,2014,9,42,35.9,10.5,50,0,TFT,1.65,390,312,watchOS 1.0,Apple S1,1,PowerVR SGX543,0,8,0.5,0,0,250,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Apple Watch,0,0,2014,9,38.6,33.3,10.5,40,0,TFT,1.5,340,272,watchOS 1.0,Apple S1,1,PowerVR SGX543,0,8,0.5,0,0,205,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Apple Watch Sport,0,0,2014,9,42,35.9,10.5,30,0,TFT,1.65,390,312,watchOS 1.0,Apple S1,1,PowerVR SGX543,0,8,0.5,0,0,250,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Apple Watch Sport,0,0,2014,9,38.6,33.3,10.5,25,0,TFT,1.5,340,272,watchOS 1.0,Apple S1,1,PowerVR SGX543,0,8,0.5,0,0,205,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Apple iPhone,2310,1,2014,9,158.1,77.8,7.1,172,1,IPS LCD,5.5,1080,1920,iOS 8,Apple A8,2,PowerVR GX6450,0,16,1,6,2,2915,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Apple iPhone,2310,1,2014,9,138.1,67,6.9,129,1,IPS LCD,4.7,750,1334,iOS 8,Apple A8,2,PowerVR GX6450,0,16,1,6,2,1810,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Sony Xperia Z,385,1,2014,9,146,72,7.3,152,1,IPS LCD,5.2,1080,1920,Android 4.4.4,Qualcomm MSM8974AC,4,Adre0 330,256,16,3,30,2,3100,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Sony Xperia Z,385,1,2014,9,127.3,64.9,8.6,129,1,IPS LCD,4.6,720,1280,Android 4.4.4,Qualcomm MSM8974AC,4,Adre0 330,256,16,2,6,2,2600,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Sony Xperia E,385,1,2014,9,137.1,69.4,8.5,143.8,1,IPS LCD,4.5,480,854,Android 4.4.2,Qualcomm MSM8926,4,Adre0 305,32,4,1,6,2,2330,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Sony Xperia Z,385,1,2014,9,213.4,123.6,6.4,270,1,TFT,8,1200,1920,Android 4.4.2,Qualcomm MSM8974AB,4,Adre0 330,256,16,3,6,2,4500,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,0
Sony Xperia Z,385,1,2014,9,146,72,7.3,152,2,IPS LCD,5.2,1080,1920,Android 4.4.4,Qualcomm MSM8974AC,4,Adre0 330,256,16,3,30,2,3100,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Sony Xperia E,35,1,2014,9,137.1,69.4,8.5,143.8,2,IPS LCD,4.5,480,854,Android 4.4.2,Qualcomm MSM8226,4,Adre0 305,32,4,1,6,2,2330,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Honor 4 Play,385,1,2014,9,143,72,8.5,160,2,IPS LCD,5,720,1280,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,32,8,1,2,2,2000,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Motorola Moto G,35,1,2014,9,141.5,70.7,11,149,1,IPS LCD,5,720,1280,Android 4.4.4,Qualcomm MSM8226,4,Adre0 305,32,8,1,6,2,2070,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Motorola Moto X,770,1,2014,9,140.8,72.4,10,144,1,TFT,5.2,1080,1920,Android 4.4.4,Qualcomm MSM8974AC,4,Adre0 330,0,16,2,6,2,2300,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Motorola Moto,0,0,2014,9,46,46,11.5,49,0,IPS LCD,1.56,320,290,Android Wear,TI OMAP,1,-,0,4,0.5,0,0,320,0,No,0,0,1,0,0
Motorola Moto G Dual SIM,35,1,2014,9,141.5,70.7,11,149,2,IPS LCD,5,720,1280,Android 4.4.4,Qualcomm MSM8226,4,Adre0 305,32,8,1,6,2,2070,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Samsung Galaxy A,385,1,2014,10,139.3,69.7,6.7,123,1,Super AMOLED,5,720,1280,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,64,16,2,30,2,2300,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Samsung Galaxy A,385,1,2014,10,130.1,65.5,6.9,110.3,1,Super AMOLED,4.5,540,960,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,64,16,1,30,2,1900,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy A,385,1,2014,10,139.3,69.7,6.7,123,2,Super AMOLED,5,720,1280,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,64,16,2,6,2,2300,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Samsung Galaxy A,385,1,2014,10,130.1,65.5,6.9,110.3,2,Super AMOLED,4.5,540,960,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,64,16,1,6,2,1900,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Note,385,1,2014,10,153.5,78.6,8.5,175,2,Super AMOLED,5.7,1440,2560,Android 4.4.4,Qualcomm APQ8084,4,Adre0 420,256,16,3,30,2,3000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy S,385,1,2014,10,142,72.5,8.1,145,1,Super AMOLED,5.1,1080,1920,Android 4.4.2,Qualcomm APQ8084,4,Adre0 420,256,16,2,30,3,2800,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy Grand Prime Duos TV,35,1,2014,10,144.7,72.4,8.6,152,2,TFT,5,540,960,Android 4.4.2,Qualcomm MSM8916,4,Adre0 306,64,8,1,2,2,2600,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Apple iPad Air,2310,1,2014,10,240,169.5,6.1,437,1,IPS LCD,9.7,1536,2048,iOS 8.1,Apple A8X,1,PowerVR GXA6850,0,16,2,6,2,7340,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,0
Apple iPad mini,2310,1,2014,10,200,134.7,7.5,331,1,IPS LCD,7.9,1536,2048,iOS 8.1,Apple A7,2,PowerVR G6430,0,16,1,6,2,6470,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,0
Sony Xperia Z,770,1,2014,10,148.5,73.4,8.9,170.6,1,IPS LCD,5.2,1080,1920,Android 4.4.4,Qualcomm MSM8974AC,4,Adre0 330,256,32,3,30,2,3200,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Honor 4X,385,1,2014,10,152.9,77.2,8.7,165,2,IPS LCD,5.5,720,1280,Android 4.4.2,HiSilicon Kirin,8,Mali 450,32,8,2,6,2,3000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Honor Holly,35,1,2014,10,142.2,72.3,9.4,156,2,IPS LCD,5,720,1280,Android 4.4.2,Mediatek MT6582,4,Mali 400,32,16,1,2,2,2000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Motorola Nexus,770,1,2014,10,159.3,83,10.1,184,1,TFT,5.96,1440,2560,Android 5.0,Qualcomm APQ8084,4,Adre0 420,0,32,3,6,2,3220,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Motorola DROID Turbo,2310,1,2014,10,143.5,73.3,8.3,169,1,Super AMOLED,5.2,1440,2560,Android 4.4.4,Qualcomm APQ8084,4,Adre0 420,0,32,3,6,2,3900,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy Core Prime,385,1,2014,11,130.8,67.9,8.8,130,3,TFT,4.5,480,800,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,64,8,1,30,2,2000,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Core LTE G,385,1,2014,11,132.9,66.3,10,137,1,TFT,4.5,540,960,Android 4.4.2,-,4,-,64,16,1.5,6,2,2100,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Motorola Moto Maxx,385,1,2014,11,143.5,73.3,8.3,176,1,TFT,5.2,1440,2560,Android 4.4.4,Qualcomm APQ8084,4,Adre0 420,0,64,3,6,2,3900,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Xiaomi Mi,385,1,2014,12,139.2,68.5,8.9,149,1,IPS LCD,5,1080,1920,Android 4.4.3,Qualcomm MSM8974AC,4,Adre0 330,0,16,3,30,2,3080,0,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Honor 6 Plus,385,1,2014,12,150.5,75.7,7.5,165,2,IPS LCD,5.5,1080,1920,Android 4.4.2,HiSilicon Kirin,8,Mali T628,256,16,3,30,2,3600,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Samsung Galaxy J,35,1,2015,1,129,68.2,8.9,122,3,TFT,4.3,480,800,Android 4.4.4,Spreadtrum,2,Mali 400,256,4,0.5,6,2,1850,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy E,385,1,2015,1,151.3,77.2,7.3,141,3,Super AMOLED,5.5,720,1280,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,64,16,2,6,2,2950,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy A,385,1,2015,1,151,76.2,6.3,141,1,Super AMOLED,5.5,1080,1920,Android 4.4.4,Qualcomm MSM8939,8,Adre0 405,64,16,2,30,2,2600,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Samsung Galaxy E,35,1,2015,1,141.6,70.2,7.3,-,3,Super AMOLED,5,720,1280,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,64,16,1.5,6,2,2400,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy S,385,1,2015,1,-,-,-,-,1,Super AMOLED,5.5,1080,1920,Android 5.0.2,Exy0s 7420,8,Mali T760,0,32,4,30,2,3000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy Grand Max,385,1,2015,1,146,74.8,7.9,161,1,IPS LCD,5.25,720,1280,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,64,16,1.5,6,2,2500,0,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Samsung Z,35,1,2015,1,120.4,63.2,9.7,112,2,PLS TFT,4,480,800,Tizen 2.3,Spreadtrum SC7727S,2,Mali 400,64,4,0.75,2,2,1500,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Galaxy J,385,1,2015,1,129,68.2,8.9,122,3,TFT,4.3,480,800,Android 4.4.4,-,4,-,256,4,0.75,6,2,1850,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy A,385,1,2015,1,151,76.2,6.3,141,2,Super AMOLED,5.5,1080,1920,Android 4.4.4,Qualcomm MSM8939,8,Adre0 405,64,16,2,30,2,2600,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Samsung Metro,5,1,2015,1,117.3,49.5,11.4,83,2,TFT,2.4,240,320,-,-,1,-,16,-,-,0,2,1000,0,No,1,-,-,-,-
Samsung Guru Plus,5,0,2015,1,108,45,13.2,66,2,TFT,1.5,128,128,-,-,1,-,0,-,-,0,0,800,0,No,1,-,-,-,-
Samsung Galaxy Tab,0,0,2015,1,243.4,176.4,7.9,487,0,TFT,10.1,1280,800,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,64,16,1.5,3,2,6800,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Xiaomi Redmi,385,1,2015,1,134,67.2,9.4,133,2,IPS LCD,4.7,720,1280,Android 4.4.4,Qualcomm MSM8916,4,Adre0 306,32,8,1,30,2,2200,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Xiaomi Mi Note,385,1,2015,1,155.1,77.6,7,161,2,IPS LCD,5.7,1080,1920,Android 4.4.4,Qualcomm MSM8974AC,4,Adre0 330,0,16,3,30,2,3000,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Xiaomi Mi Note Pro,385,1,2015,1,155.1,77.6,7,161,2,IPS LCD,5.7,1440,2560,Android 5.0.1,Qualcomm MSM8994,8,Adre0 430,0,64,4,30,2,3000,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Sony Xperia Z,385,1,2015,1,-,-,-,-,1,IPS LCD,4.7,1080,1920,Android 5.0,Qualcomm MSM8994,8,Adre0 430,256,16,3,30,2,3000,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Sony Xperia Z,385,1,2015,1,-,-,-,-,1,IPS LCD,6.44,1080,1920,Android 5.0,Qualcomm MSM8994,8,Adre0 430,256,16,3,30,2,4000,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Sony Xperia E,35,1,2015,1,-,-,-,-,2,TFT,4,540,960,Android 4.4.4,-,4,-,32,8,1,6,2,-,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Motorola Moto G,385,1,2015,1,141.5,70.7,11,155,2,IPS LCD,5,720,1280,Android 5.0.2,Qualcomm MSM8926,4,Adre0 305,32,8,1,2,2,2390,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Sony Xperia E,35,1,2015,2,137,74.6,10.5,144,1,IPS LCD,5,540,960,Android 4.4.4,Mediatek MT6582,4,Mali 400,32,8,1,2,2,2300,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Sony Xperia E,35,1,2015,2,137,74.6,10.5,144,2,IPS LCD,5,540,960,Android 4.4.4,Mediatek MT6582,4,Mali 400,32,8,1,2,2,2300,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Sony Xperia E,385,1,2015,2,133,71,10.8,135,1,IPS LCD,4.7,540,960,Android 4.4.4,MediaTek MT6732,4,Mali T760,32,8,1,6,2,2300,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Sony Xperia E,385,1,2015,2,133,71,10.8,135,2,IPS LCD,4.7,540,960,Android 4.4.4,MediaTek MT6732,4,Mali T760,32,8,1,6,2,2300,0,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Motorola Moto E,385,1,2015,2,129.9,66.8,12.3,145,1,IPS LCD,4.5,540,960,Android 5.0/5.1,Qualcomm 200,4,Adre0 302,32,8,1,6,2,2390,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy S,385,1,2015,3,143.4,70.5,6.8,138,1,Super AMOLED,5.1,1440,2560,Android 5.0.2,Exy0s 7420,8,Mali T760,0,32,3,30,2,2550,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy S,385,1,2015,3,142.1,70.1,7,132,1,Super AMOLED,5.1,1440,2560,Android 5.0.2,Exy0s 7420,8,Mali T760,0,32,3,30,2,2600,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy Tab A,385,1,2015,3,208.3,137.9,7.4,313,1,TFT,8,768,1024,Android 5.0,-,4,-,256,16,1.5,6,2,4200,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung Galaxy Tab,35,1,2015,3,193.4,116.4,9.7,322,1,TFT,7,600,1024,Android 4.4,-,4,-,32,8,1,3,2,3600,0,Wi-Fi 802.11 b/g/n,0,0,1,0,0
